time	V(rs)	V(vout)
9.662942069073067e-07	0.000000e+00	5.739610e-02
9.672707694073066e-07	0.000000e+00	5.480638e-02
9.682473319073065e-07	0.000000e+00	5.228071e-02
9.692238944073064e-07	0.000000e+00	4.981983e-02
9.702004569073063e-07	0.000000e+00	4.742461e-02
9.711770194073063e-07	0.000000e+00	4.509606e-02
9.721535819073062e-07	0.000000e+00	4.283527e-02
9.731301444073061e-07	0.000000e+00	4.064341e-02
9.741067069073060e-07	0.000000e+00	3.852165e-02
9.750832694073059e-07	0.000000e+00	3.647117e-02
9.760598319073058e-07	0.000000e+00	3.449304e-02
9.770363944073058e-07	0.000000e+00	3.258822e-02
9.780129569073057e-07	0.000000e+00	3.075755e-02
9.789895194073056e-07	0.000000e+00	2.900159e-02
9.799660819073055e-07	0.000000e+00	2.732073e-02
9.809426444073054e-07	0.000000e+00	2.571504e-02
9.819192069073053e-07	0.000000e+00	2.418432e-02
9.828957694073053e-07	0.000000e+00	2.272808e-02
9.838723319073052e-07	0.000000e+00	2.134551e-02
9.848488944073051e-07	0.000000e+00	2.003551e-02
9.858254569073050e-07	0.000000e+00	1.879672e-02
9.868020194073049e-07	0.000000e+00	1.762750e-02
9.877785819073049e-07	0.000000e+00	1.652599e-02
9.887551444073048e-07	0.000000e+00	1.549011e-02
9.897317069073047e-07	0.000000e+00	1.451763e-02
9.907082694073046e-07	0.000000e+00	1.360615e-02
9.916848319073045e-07	0.000000e+00	1.275319e-02
9.926613944073044e-07	0.000000e+00	1.195616e-02
9.936379569073044e-07	0.000000e+00	1.121245e-02
9.946145194073043e-07	0.000000e+00	1.051940e-02
9.955910819073042e-07	0.000000e+00	9.874353e-03
9.965676444073041e-07	0.000000e+00	9.274696e-03
9.975442069073040e-07	0.000000e+00	8.717840e-03
9.985207694073040e-07	0.000000e+00	8.201255e-03
9.994973319073039e-07	0.000000e+00	7.718261e-03
1.000000000000000e-06	-nan(ind)	-nan(ind)
